C:\IMG\IMG\center_2022_11_01_13_43_09_103.jpg, C:\IMG\IMG\left_2022_11_01_13_43_09_103.jpg, C:\IMG\IMG\right_2022_11_01_13_43_09_103.jpg, 0, 1, 0, 4.054895
C:\IMG\IMG\center_2022_11_01_13_43_09_203.jpg, C:\IMG\IMG\left_2022_11_01_13_43_09_203.jpg, C:\IMG\IMG\right_2022_11_01_13_43_09_203.jpg, 0, 1, 0, 5.220253
C:\IMG\IMG\center_2022_11_01_13_43_09_306.jpg, C:\IMG\IMG\left_2022_11_01_13_43_09_306.jpg, C:\IMG\IMG\right_2022_11_01_13_43_09_306.jpg, 0, 1, 0, 6.603621
C:\IMG\IMG\center_2022_11_01_13_43_09_407.jpg, C:\IMG\IMG\left_2022_11_01_13_43_09_407.jpg, C:\IMG\IMG\right_2022_11_01_13_43_09_407.jpg, -0.2353761, 1, 0, 7.731694
C:\IMG\IMG\center_2022_11_01_13_43_09_509.jpg, C:\IMG\IMG\left_2022_11_01_13_43_09_509.jpg, C:\IMG\IMG\right_2022_11_01_13_43_09_509.jpg, -0.3785619, 1, 0, 8.816445
C:\IMG\IMG\center_2022_11_01_13_43_09_612.jpg, C:\IMG\IMG\left_2022_11_01_13_43_09_612.jpg, C:\IMG\IMG\right_2022_11_01_13_43_09_612.jpg, -0.08086947, 1, 0, 9.936622
C:\IMG\IMG\center_2022_11_01_13_43_09_714.jpg, C:\IMG\IMG\left_2022_11_01_13_43_09_714.jpg, C:\IMG\IMG\right_2022_11_01_13_43_09_714.jpg, 0, 1, 0, 11.03626
C:\IMG\IMG\center_2022_11_01_13_43_09_816.jpg, C:\IMG\IMG\left_2022_11_01_13_43_09_816.jpg, C:\IMG\IMG\right_2022_11_01_13_43_09_816.jpg, -0.2246118, 1, 0, 11.89522
C:\IMG\IMG\center_2022_11_01_13_43_09_918.jpg, C:\IMG\IMG\left_2022_11_01_13_43_09_918.jpg, C:\IMG\IMG\right_2022_11_01_13_43_09_918.jpg, -0.07450861, 1, 0, 13.12828
C:\IMG\IMG\center_2022_11_01_13_43_10_019.jpg, C:\IMG\IMG\left_2022_11_01_13_43_10_019.jpg, C:\IMG\IMG\right_2022_11_01_13_43_10_019.jpg, 0, 1, 0, 14.15955
C:\IMG\IMG\center_2022_11_01_13_43_10_122.jpg, C:\IMG\IMG\left_2022_11_01_13_43_10_122.jpg, C:\IMG\IMG\right_2022_11_01_13_43_10_122.jpg, 0, 1, 0, 15.3557
C:\IMG\IMG\center_2022_11_01_13_43_10_223.jpg, C:\IMG\IMG\left_2022_11_01_13_43_10_223.jpg, C:\IMG\IMG\right_2022_11_01_13_43_10_223.jpg, -0.2870814, 1, 0, 16.32735
C:\IMG\IMG\center_2022_11_01_13_43_10_325.jpg, C:\IMG\IMG\left_2022_11_01_13_43_10_325.jpg, C:\IMG\IMG\right_2022_11_01_13_43_10_325.jpg, -0.6408678, 1, 0, 17.40676
C:\IMG\IMG\center_2022_11_01_13_43_10_427.jpg, C:\IMG\IMG\left_2022_11_01_13_43_10_427.jpg, C:\IMG\IMG\right_2022_11_01_13_43_10_427.jpg, -0.687789, 1, 0, 18.28154
C:\IMG\IMG\center_2022_11_01_13_43_10_530.jpg, C:\IMG\IMG\left_2022_11_01_13_43_10_530.jpg, C:\IMG\IMG\right_2022_11_01_13_43_10_530.jpg, -0.3932887, 1, 0, 19.26551
C:\IMG\IMG\center_2022_11_01_13_43_10_630.jpg, C:\IMG\IMG\left_2022_11_01_13_43_10_630.jpg, C:\IMG\IMG\right_2022_11_01_13_43_10_630.jpg, -0.09401917, 1, 0, 20.36008
C:\IMG\IMG\center_2022_11_01_13_43_10_730.jpg, C:\IMG\IMG\left_2022_11_01_13_43_10_730.jpg, C:\IMG\IMG\right_2022_11_01_13_43_10_730.jpg, 0, 1, 0, 21.27657
C:\IMG\IMG\center_2022_11_01_13_43_10_833.jpg, C:\IMG\IMG\left_2022_11_01_13_43_10_833.jpg, C:\IMG\IMG\right_2022_11_01_13_43_10_833.jpg, 0, 1, 0, 22.31366
C:\IMG\IMG\center_2022_11_01_13_43_10_935.jpg, C:\IMG\IMG\left_2022_11_01_13_43_10_935.jpg, C:\IMG\IMG\right_2022_11_01_13_43_10_935.jpg, 0, 1, 0, 23.27456
C:\IMG\IMG\center_2022_11_01_13_43_11_038.jpg, C:\IMG\IMG\left_2022_11_01_13_43_11_038.jpg, C:\IMG\IMG\right_2022_11_01_13_43_11_038.jpg, -0.0804909, 1, 0, 24.25638
C:\IMG\IMG\center_2022_11_01_13_43_11_139.jpg, C:\IMG\IMG\left_2022_11_01_13_43_11_139.jpg, C:\IMG\IMG\right_2022_11_01_13_43_11_139.jpg, -0.371937, 1, 0, 25.14195
C:\IMG\IMG\center_2022_11_01_13_43_11_239.jpg, C:\IMG\IMG\left_2022_11_01_13_43_11_239.jpg, C:\IMG\IMG\right_2022_11_01_13_43_11_239.jpg, -0.1373274, 1, 0, 26.06318
C:\IMG\IMG\center_2022_11_01_13_43_11_343.jpg, C:\IMG\IMG\left_2022_11_01_13_43_11_343.jpg, C:\IMG\IMG\right_2022_11_01_13_43_11_343.jpg, 0, 1, 0, 27.00141
C:\IMG\IMG\center_2022_11_01_13_43_11_445.jpg, C:\IMG\IMG\left_2022_11_01_13_43_11_445.jpg, C:\IMG\IMG\right_2022_11_01_13_43_11_445.jpg, 0, 1, 0, 28.12201
C:\IMG\IMG\center_2022_11_01_13_43_11_548.jpg, C:\IMG\IMG\left_2022_11_01_13_43_11_548.jpg, C:\IMG\IMG\right_2022_11_01_13_43_11_548.jpg, -0.3083892, 1, 0, 29.00406
C:\IMG\IMG\center_2022_11_01_13_43_11_649.jpg, C:\IMG\IMG\left_2022_11_01_13_43_11_649.jpg, C:\IMG\IMG\right_2022_11_01_13_43_11_649.jpg, -0.2380788, 1, 0, 29.82736
C:\IMG\IMG\center_2022_11_01_13_43_11_750.jpg, C:\IMG\IMG\left_2022_11_01_13_43_11_750.jpg, C:\IMG\IMG\right_2022_11_01_13_43_11_750.jpg, 0, 1, 0, 30.18736
C:\IMG\IMG\center_2022_11_01_13_43_11_851.jpg, C:\IMG\IMG\left_2022_11_01_13_43_11_851.jpg, C:\IMG\IMG\right_2022_11_01_13_43_11_851.jpg, 0, 1, 0, 30.18993
C:\IMG\IMG\center_2022_11_01_13_43_11_952.jpg, C:\IMG\IMG\left_2022_11_01_13_43_11_952.jpg, C:\IMG\IMG\right_2022_11_01_13_43_11_952.jpg, 0, 1, 0, 30.19027
C:\IMG\IMG\center_2022_11_01_13_43_12_055.jpg, C:\IMG\IMG\left_2022_11_01_13_43_12_055.jpg, C:\IMG\IMG\right_2022_11_01_13_43_12_055.jpg, 0, 1, 0, 30.19031
C:\IMG\IMG\center_2022_11_01_13_43_12_156.jpg, C:\IMG\IMG\left_2022_11_01_13_43_12_156.jpg, C:\IMG\IMG\right_2022_11_01_13_43_12_156.jpg, 0, 1, 0, 30.19028
C:\IMG\IMG\center_2022_11_01_13_43_12_256.jpg, C:\IMG\IMG\left_2022_11_01_13_43_12_256.jpg, C:\IMG\IMG\right_2022_11_01_13_43_12_256.jpg, -0.2106855, 1, 0, 30.17834
C:\IMG\IMG\center_2022_11_01_13_43_12_360.jpg, C:\IMG\IMG\left_2022_11_01_13_43_12_360.jpg, C:\IMG\IMG\right_2022_11_01_13_43_12_360.jpg, -0.1582395, 1, 0, 30.18913
C:\IMG\IMG\center_2022_11_01_13_43_12_461.jpg, C:\IMG\IMG\left_2022_11_01_13_43_12_461.jpg, C:\IMG\IMG\right_2022_11_01_13_43_12_461.jpg, 0, 1, 0, 30.1895
C:\IMG\IMG\center_2022_11_01_13_43_12_565.jpg, C:\IMG\IMG\left_2022_11_01_13_43_12_565.jpg, C:\IMG\IMG\right_2022_11_01_13_43_12_565.jpg, -0.151071, 1, 0, 30.1867
C:\IMG\IMG\center_2022_11_01_13_43_12_665.jpg, C:\IMG\IMG\left_2022_11_01_13_43_12_665.jpg, C:\IMG\IMG\right_2022_11_01_13_43_12_665.jpg, -0.0633444, 1, 0, 30.19095
C:\IMG\IMG\center_2022_11_01_13_43_12_767.jpg, C:\IMG\IMG\left_2022_11_01_13_43_12_767.jpg, C:\IMG\IMG\right_2022_11_01_13_43_12_767.jpg, 0, 1, 0, 30.19011
C:\IMG\IMG\center_2022_11_01_13_43_12_870.jpg, C:\IMG\IMG\left_2022_11_01_13_43_12_870.jpg, C:\IMG\IMG\right_2022_11_01_13_43_12_870.jpg, -0.0573855, 1, 0, 30.18985
C:\IMG\IMG\center_2022_11_01_13_43_12_970.jpg, C:\IMG\IMG\left_2022_11_01_13_43_12_970.jpg, C:\IMG\IMG\right_2022_11_01_13_43_12_970.jpg, -0.3588459, 1, 0, 30.1618
C:\IMG\IMG\center_2022_11_01_13_43_13_073.jpg, C:\IMG\IMG\left_2022_11_01_13_43_13_073.jpg, C:\IMG\IMG\right_2022_11_01_13_43_13_073.jpg, -0.4205964, 1, 0, 30.17213
C:\IMG\IMG\center_2022_11_01_13_43_13_175.jpg, C:\IMG\IMG\left_2022_11_01_13_43_13_175.jpg, C:\IMG\IMG\right_2022_11_01_13_43_13_175.jpg, -0.1123737, 1, 0, 30.19277
C:\IMG\IMG\center_2022_11_01_13_43_13_276.jpg, C:\IMG\IMG\left_2022_11_01_13_43_13_276.jpg, C:\IMG\IMG\right_2022_11_01_13_43_13_276.jpg, 0, 1, 0, 30.18868
C:\IMG\IMG\center_2022_11_01_13_43_13_376.jpg, C:\IMG\IMG\left_2022_11_01_13_43_13_376.jpg, C:\IMG\IMG\right_2022_11_01_13_43_13_376.jpg, 0, 1, 0, 30.18981
C:\IMG\IMG\center_2022_11_01_13_43_13_478.jpg, C:\IMG\IMG\left_2022_11_01_13_43_13_478.jpg, C:\IMG\IMG\right_2022_11_01_13_43_13_478.jpg, 0, 1, 0, 30.19032
C:\IMG\IMG\center_2022_11_01_13_43_13_579.jpg, C:\IMG\IMG\left_2022_11_01_13_43_13_579.jpg, C:\IMG\IMG\right_2022_11_01_13_43_13_579.jpg, 0, 1, 0, 30.19032
C:\IMG\IMG\center_2022_11_01_13_43_13_681.jpg, C:\IMG\IMG\left_2022_11_01_13_43_13_681.jpg, C:\IMG\IMG\right_2022_11_01_13_43_13_681.jpg, 0, 1, 0, 30.1903
C:\IMG\IMG\center_2022_11_01_13_43_13_783.jpg, C:\IMG\IMG\left_2022_11_01_13_43_13_783.jpg, C:\IMG\IMG\right_2022_11_01_13_43_13_783.jpg, 0, 1, 0, 30.19031
C:\IMG\IMG\center_2022_11_01_13_43_13_887.jpg, C:\IMG\IMG\left_2022_11_01_13_43_13_887.jpg, C:\IMG\IMG\right_2022_11_01_13_43_13_887.jpg, 0, 1, 0, 30.1903
C:\IMG\IMG\center_2022_11_01_13_43_13_988.jpg, C:\IMG\IMG\left_2022_11_01_13_43_13_988.jpg, C:\IMG\IMG\right_2022_11_01_13_43_13_988.jpg, 0, 1, 0, 30.19054
C:\IMG\IMG\center_2022_11_01_13_43_14_091.jpg, C:\IMG\IMG\left_2022_11_01_13_43_14_091.jpg, C:\IMG\IMG\right_2022_11_01_13_43_14_091.jpg, 0, 1, 0, 30.1903
C:\IMG\IMG\center_2022_11_01_13_43_14_194.jpg, C:\IMG\IMG\left_2022_11_01_13_43_14_194.jpg, C:\IMG\IMG\right_2022_11_01_13_43_14_194.jpg, -0.1513182, 1, 0, 30.18393
C:\IMG\IMG\center_2022_11_01_13_43_14_297.jpg, C:\IMG\IMG\left_2022_11_01_13_43_14_297.jpg, C:\IMG\IMG\right_2022_11_01_13_43_14_297.jpg, -0.02555578, 1, 0, 30.19046
C:\IMG\IMG\center_2022_11_01_13_43_14_398.jpg, C:\IMG\IMG\left_2022_11_01_13_43_14_398.jpg, C:\IMG\IMG\right_2022_11_01_13_43_14_398.jpg, 0, 1, 0, 30.19015
C:\IMG\IMG\center_2022_11_01_13_43_14_500.jpg, C:\IMG\IMG\left_2022_11_01_13_43_14_500.jpg, C:\IMG\IMG\right_2022_11_01_13_43_14_500.jpg, 0, 1, 0, 30.19028
C:\IMG\IMG\center_2022_11_01_13_43_14_600.jpg, C:\IMG\IMG\left_2022_11_01_13_43_14_600.jpg, C:\IMG\IMG\right_2022_11_01_13_43_14_600.jpg, -0.2711892, 1, 0, 30.17286
C:\IMG\IMG\center_2022_11_01_13_43_14_702.jpg, C:\IMG\IMG\left_2022_11_01_13_43_14_702.jpg, C:\IMG\IMG\right_2022_11_01_13_43_14_702.jpg, -0.5670837, 1, 0, 30.13372
C:\IMG\IMG\center_2022_11_01_13_43_14_806.jpg, C:\IMG\IMG\left_2022_11_01_13_43_14_806.jpg, C:\IMG\IMG\right_2022_11_01_13_43_14_806.jpg, -0.2327972, 1, 0, 30.19429
C:\IMG\IMG\center_2022_11_01_13_43_14_909.jpg, C:\IMG\IMG\left_2022_11_01_13_43_14_909.jpg, C:\IMG\IMG\right_2022_11_01_13_43_14_909.jpg, 0, 1, 0, 30.18588
C:\IMG\IMG\center_2022_11_01_13_43_15_011.jpg, C:\IMG\IMG\left_2022_11_01_13_43_15_011.jpg, C:\IMG\IMG\right_2022_11_01_13_43_15_011.jpg, 0, 1, 0, 30.19003
C:\IMG\IMG\center_2022_11_01_13_43_15_113.jpg, C:\IMG\IMG\left_2022_11_01_13_43_15_113.jpg, C:\IMG\IMG\right_2022_11_01_13_43_15_113.jpg, 0, 1, 0, 30.1903
C:\IMG\IMG\center_2022_11_01_13_43_15_216.jpg, C:\IMG\IMG\left_2022_11_01_13_43_15_216.jpg, C:\IMG\IMG\right_2022_11_01_13_43_15_216.jpg, 0, 1, 0, 30.18998
C:\IMG\IMG\center_2022_11_01_13_43_15_318.jpg, C:\IMG\IMG\left_2022_11_01_13_43_15_318.jpg, C:\IMG\IMG\right_2022_11_01_13_43_15_318.jpg, 0, 1, 0, 30.1901
C:\IMG\IMG\center_2022_11_01_13_43_15_422.jpg, C:\IMG\IMG\left_2022_11_01_13_43_15_422.jpg, C:\IMG\IMG\right_2022_11_01_13_43_15_422.jpg, 0, 1, 0, 30.18974
C:\IMG\IMG\center_2022_11_01_13_43_15_523.jpg, C:\IMG\IMG\left_2022_11_01_13_43_15_523.jpg, C:\IMG\IMG\right_2022_11_01_13_43_15_523.jpg, 0, 1, 0, 30.18996
C:\IMG\IMG\center_2022_11_01_13_43_15_626.jpg, C:\IMG\IMG\left_2022_11_01_13_43_15_626.jpg, C:\IMG\IMG\right_2022_11_01_13_43_15_626.jpg, 0, 1, 0, 30.18999
C:\IMG\IMG\center_2022_11_01_13_43_15_730.jpg, C:\IMG\IMG\left_2022_11_01_13_43_15_730.jpg, C:\IMG\IMG\right_2022_11_01_13_43_15_730.jpg, 0, 1, 0, 30.18973
C:\IMG\IMG\center_2022_11_01_13_43_15_833.jpg, C:\IMG\IMG\left_2022_11_01_13_43_15_833.jpg, C:\IMG\IMG\right_2022_11_01_13_43_15_833.jpg, 0, 1, 0, 30.1905
C:\IMG\IMG\center_2022_11_01_13_43_15_936.jpg, C:\IMG\IMG\left_2022_11_01_13_43_15_936.jpg, C:\IMG\IMG\right_2022_11_01_13_43_15_936.jpg, 0, 1, 0, 30.19028
C:\IMG\IMG\center_2022_11_01_13_43_16_039.jpg, C:\IMG\IMG\left_2022_11_01_13_43_16_039.jpg, C:\IMG\IMG\right_2022_11_01_13_43_16_039.jpg, 0, 1, 0, 30.19082
C:\IMG\IMG\center_2022_11_01_13_43_16_143.jpg, C:\IMG\IMG\left_2022_11_01_13_43_16_143.jpg, C:\IMG\IMG\right_2022_11_01_13_43_16_143.jpg, -0.2861574, 1, 0, 30.16989
C:\IMG\IMG\center_2022_11_01_13_43_16_245.jpg, C:\IMG\IMG\left_2022_11_01_13_43_16_245.jpg, C:\IMG\IMG\right_2022_11_01_13_43_16_245.jpg, -0.03104126, 1, 0, 30.19023
C:\IMG\IMG\center_2022_11_01_13_43_16_346.jpg, C:\IMG\IMG\left_2022_11_01_13_43_16_346.jpg, C:\IMG\IMG\right_2022_11_01_13_43_16_346.jpg, 0, 1, 0, 30.18989
C:\IMG\IMG\center_2022_11_01_13_43_16_448.jpg, C:\IMG\IMG\left_2022_11_01_13_43_16_448.jpg, C:\IMG\IMG\right_2022_11_01_13_43_16_448.jpg, 0, 1, 0, 30.19013
C:\IMG\IMG\center_2022_11_01_13_43_16_550.jpg, C:\IMG\IMG\left_2022_11_01_13_43_16_550.jpg, C:\IMG\IMG\right_2022_11_01_13_43_16_550.jpg, 0, 1, 0, 30.19014
C:\IMG\IMG\center_2022_11_01_13_43_16_650.jpg, C:\IMG\IMG\left_2022_11_01_13_43_16_650.jpg, C:\IMG\IMG\right_2022_11_01_13_43_16_650.jpg, -0.289395, 1, 0, 30.16937
C:\IMG\IMG\center_2022_11_01_13_43_16_753.jpg, C:\IMG\IMG\left_2022_11_01_13_43_16_753.jpg, C:\IMG\IMG\right_2022_11_01_13_43_16_753.jpg, 0, 1, 0, 30.18998
C:\IMG\IMG\center_2022_11_01_13_43_16_854.jpg, C:\IMG\IMG\left_2022_11_01_13_43_16_854.jpg, C:\IMG\IMG\right_2022_11_01_13_43_16_854.jpg, 0, 1, 0, 30.19013
C:\IMG\IMG\center_2022_11_01_13_43_16_956.jpg, C:\IMG\IMG\left_2022_11_01_13_43_16_956.jpg, C:\IMG\IMG\right_2022_11_01_13_43_16_956.jpg, 0, 1, 0, 30.19104
C:\IMG\IMG\center_2022_11_01_13_43_17_059.jpg, C:\IMG\IMG\left_2022_11_01_13_43_17_059.jpg, C:\IMG\IMG\right_2022_11_01_13_43_17_059.jpg, 0, 1, 0, 30.19047
C:\IMG\IMG\center_2022_11_01_13_43_17_163.jpg, C:\IMG\IMG\left_2022_11_01_13_43_17_163.jpg, C:\IMG\IMG\right_2022_11_01_13_43_17_163.jpg, 0, 1, 0, 30.19041
C:\IMG\IMG\center_2022_11_01_13_43_17_266.jpg, C:\IMG\IMG\left_2022_11_01_13_43_17_266.jpg, C:\IMG\IMG\right_2022_11_01_13_43_17_266.jpg, -0.1273623, 1, 0, 30.18586
C:\IMG\IMG\center_2022_11_01_13_43_17_367.jpg, C:\IMG\IMG\left_2022_11_01_13_43_17_367.jpg, C:\IMG\IMG\right_2022_11_01_13_43_17_367.jpg, -0.1560723, 1, 0, 30.18852
C:\IMG\IMG\center_2022_11_01_13_43_17_468.jpg, C:\IMG\IMG\left_2022_11_01_13_43_17_468.jpg, C:\IMG\IMG\right_2022_11_01_13_43_17_468.jpg, 0, 1, 0, 30.18973
C:\IMG\IMG\center_2022_11_01_13_43_17_568.jpg, C:\IMG\IMG\left_2022_11_01_13_43_17_568.jpg, C:\IMG\IMG\right_2022_11_01_13_43_17_568.jpg, 0, 1, 0, 30.19014
C:\IMG\IMG\center_2022_11_01_13_43_17_672.jpg, C:\IMG\IMG\left_2022_11_01_13_43_17_672.jpg, C:\IMG\IMG\right_2022_11_01_13_43_17_672.jpg, 0, 1, 0, 30.18806
C:\IMG\IMG\center_2022_11_01_13_43_17_773.jpg, C:\IMG\IMG\left_2022_11_01_13_43_17_773.jpg, C:\IMG\IMG\right_2022_11_01_13_43_17_773.jpg, 0, 1, 0, 30.19069
C:\IMG\IMG\center_2022_11_01_13_43_17_875.jpg, C:\IMG\IMG\left_2022_11_01_13_43_17_875.jpg, C:\IMG\IMG\right_2022_11_01_13_43_17_875.jpg, -0.2303028, 1, 0, 30.1757
C:\IMG\IMG\center_2022_11_01_13_43_17_977.jpg, C:\IMG\IMG\left_2022_11_01_13_43_17_977.jpg, C:\IMG\IMG\right_2022_11_01_13_43_17_977.jpg, 0, 1, 0, 30.19002
C:\IMG\IMG\center_2022_11_01_13_43_18_078.jpg, C:\IMG\IMG\left_2022_11_01_13_43_18_078.jpg, C:\IMG\IMG\right_2022_11_01_13_43_18_078.jpg, -0.1211196, 1, 0, 30.18819
C:\IMG\IMG\center_2022_11_01_13_43_18_181.jpg, C:\IMG\IMG\left_2022_11_01_13_43_18_181.jpg, C:\IMG\IMG\right_2022_11_01_13_43_18_181.jpg, -0.4188813, 1, 0, 30.15464
C:\IMG\IMG\center_2022_11_01_13_43_18_282.jpg, C:\IMG\IMG\left_2022_11_01_13_43_18_282.jpg, C:\IMG\IMG\right_2022_11_01_13_43_18_282.jpg, -0.3673304, 1, 0, 30.18214
C:\IMG\IMG\center_2022_11_01_13_43_18_385.jpg, C:\IMG\IMG\left_2022_11_01_13_43_18_385.jpg, C:\IMG\IMG\right_2022_11_01_13_43_18_385.jpg, -0.01308174, 1, 0, 30.18667
C:\IMG\IMG\center_2022_11_01_13_43_18_486.jpg, C:\IMG\IMG\left_2022_11_01_13_43_18_486.jpg, C:\IMG\IMG\right_2022_11_01_13_43_18_486.jpg, 0, 1, 0, 30.18912
C:\IMG\IMG\center_2022_11_01_13_43_18_586.jpg, C:\IMG\IMG\left_2022_11_01_13_43_18_586.jpg, C:\IMG\IMG\right_2022_11_01_13_43_18_586.jpg, 0, 1, 0, 30.18969
C:\IMG\IMG\center_2022_11_01_13_43_18_690.jpg, C:\IMG\IMG\left_2022_11_01_13_43_18_690.jpg, C:\IMG\IMG\right_2022_11_01_13_43_18_690.jpg, 0.08419739, 1, 0, 30.18694
C:\IMG\IMG\center_2022_11_01_13_43_18_791.jpg, C:\IMG\IMG\left_2022_11_01_13_43_18_791.jpg, C:\IMG\IMG\right_2022_11_01_13_43_18_791.jpg, 0.3881013, 1, 0, 30.15593
C:\IMG\IMG\center_2022_11_01_13_43_18_891.jpg, C:\IMG\IMG\left_2022_11_01_13_43_18_891.jpg, C:\IMG\IMG\right_2022_11_01_13_43_18_891.jpg, 0.3513733, 1, 0, 30.18029
C:\IMG\IMG\center_2022_11_01_13_43_18_995.jpg, C:\IMG\IMG\left_2022_11_01_13_43_18_995.jpg, C:\IMG\IMG\right_2022_11_01_13_43_18_995.jpg, 0.05196664, 1, 0, 30.18982
C:\IMG\IMG\center_2022_11_01_13_43_19_096.jpg, C:\IMG\IMG\left_2022_11_01_13_43_19_096.jpg, C:\IMG\IMG\right_2022_11_01_13_43_19_096.jpg, 0, 1, 0, 30.18967
C:\IMG\IMG\center_2022_11_01_13_43_19_196.jpg, C:\IMG\IMG\left_2022_11_01_13_43_19_196.jpg, C:\IMG\IMG\right_2022_11_01_13_43_19_196.jpg, 0, 1, 0, 30.19068
C:\IMG\IMG\center_2022_11_01_13_43_19_298.jpg, C:\IMG\IMG\left_2022_11_01_13_43_19_298.jpg, C:\IMG\IMG\right_2022_11_01_13_43_19_298.jpg, -0.1890813, 1, 0, 30.17981
C:\IMG\IMG\center_2022_11_01_13_43_19_398.jpg, C:\IMG\IMG\left_2022_11_01_13_43_19_398.jpg, C:\IMG\IMG\right_2022_11_01_13_43_19_398.jpg, -0.3361659, 1, 0, 30.16898
C:\IMG\IMG\center_2022_11_01_13_43_19_499.jpg, C:\IMG\IMG\left_2022_11_01_13_43_19_499.jpg, C:\IMG\IMG\right_2022_11_01_13_43_19_499.jpg, -0.03425936, 1, 0, 30.18957
C:\IMG\IMG\center_2022_11_01_13_43_19_602.jpg, C:\IMG\IMG\left_2022_11_01_13_43_19_602.jpg, C:\IMG\IMG\right_2022_11_01_13_43_19_602.jpg, -0.0758646, 1, 0, 30.18951
C:\IMG\IMG\center_2022_11_01_13_43_19_703.jpg, C:\IMG\IMG\left_2022_11_01_13_43_19_703.jpg, C:\IMG\IMG\right_2022_11_01_13_43_19_703.jpg, 0, 1, 0, 30.19009
C:\IMG\IMG\center_2022_11_01_13_43_19_805.jpg, C:\IMG\IMG\left_2022_11_01_13_43_19_805.jpg, C:\IMG\IMG\right_2022_11_01_13_43_19_805.jpg, 0, 1, 0, 30.19031
C:\IMG\IMG\center_2022_11_01_13_43_19_904.jpg, C:\IMG\IMG\left_2022_11_01_13_43_19_904.jpg, C:\IMG\IMG\right_2022_11_01_13_43_19_904.jpg, 0, 1, 0, 30.1903
C:\IMG\IMG\center_2022_11_01_13_43_20_008.jpg, C:\IMG\IMG\left_2022_11_01_13_43_20_008.jpg, C:\IMG\IMG\right_2022_11_01_13_43_20_008.jpg, -0.0737493, 1, 0, 30.18906
C:\IMG\IMG\center_2022_11_01_13_43_20_109.jpg, C:\IMG\IMG\left_2022_11_01_13_43_20_109.jpg, C:\IMG\IMG\right_2022_11_01_13_43_20_109.jpg, -0.3662985, 1, 0, 30.15971
